This email is sent to the customer only.,이 이메일은 고객에게만 전송됩니다.,module,Magento_Company,,,,,
Please correct this email address:,이 이메일 주소를 정정 하십시오:,module,Magento_User,,,,,
This Wish List has no Items,이 위시리스트에는 아무것도 없습니다.,module,Magento_Wishlist,,,,,
To enable the option set the weight to no,"이 옵션을 활성화 하려면 중량을 ""아니오""로 설정하십시오.",module,Magento_Downloadable,,,,,
Promotion rule this reminder will advertise.,이 알림이 광고할 프로모션 규칙입니다.,module,Magento_Reminder,,,,,
This customer already exists in this store.,이 스토어에 이미 존재하는 고객입니다.,module,Magento_Customer,,,,,
"Please note that these settings apply to individual items in the cart, not to the entire cart.",이 설정은 장바구니 전체가 아닌 장바구니에 있는 개별 항목에 적용된다는 점에 유의하세요.,module,Magento_CatalogInventory,,,,,
We cannot create this gift card.,이 선물 카드를 생성할 수 없습니다.,module,Magento_GiftCard,,,,,
"If you delete this gift registry type, you also delete customer registries that use this type. Do you want to continue?",이 선물 등록 유형을 삭제하면 이 유형을 사용하는 고객 등록도 삭제됩니다. 계속하시겠습니까?,module,Magento_GiftRegistry,,,,,
"This service provides a dynamic suite of reports with rich insights about your business. Your reports can be accessed securely on a personalized dashboard outside of the admin panel by clicking on the ""Go to Advanced Reporting"" link.","이 서비스는 귀하의 비즈니스에 대한 풍부한 통찰력을 갖춘 다이나믹 보고서 제품군을 제공합니다. ""고급 보고로 이동"" 링크를 클릭하면 관리자 패널 외부의 개인 대시보드에서 보고서에 안전하게 액세스할 수 있습니다.",lib,web,,,,,
This product is assigned to another website.,이 상품은 다른 웹사이트에 할당됩니다.,module,Magento_AdvancedCheckout,,,,,
You're reviewing:,이 상품에 관한 리뷰를 작성하고 있습니다:,module,Magento_Review,,,,,
"This shipping method is not available. To use this shipping method, please contact us.",이 배송 방법은 사용할 수 없습니다. 해당 배송방법으로 받기를 원하시면 문의주시기 바랍니다.,module,Magento_Quote,,,,,
This message will be shown in the shopping cart when the subtotal (after discount) is lower than the minimum allowed amount.,이 메시지는 소계(디스카운트 후)가 최소 허용 금액보다 낮을 때 장바구니에 표시됩니다.,module,Magento_Sales,,,,,
The link is not available.,이 링크는 유효하지 않습니다.,module,Magento_Downloadable,,,,,
The link has expired.,이 링크는 만료 되었습니다.,module,Magento_Downloadable,,,,,
The review has been deleted.,이 리뷰는 삭제되었습니다,module,Magento_Review,,,,,
The review was removed by another user or does not exist.,이 리뷰는 다른 사용자에 의해 삭제되었거나 존재 하지 않습니다.,module,Magento_Review,,,,,
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.",이 날짜 형식을 이용해 주시기 바랍니다: 일/월/년. 예를 들어 2006년 3월 17일은 17/03/2006 입니다.,module,Magento_Ui,,,,,
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.",이 날짜 형식을 이용해 주시기 바랍니다: 일/월/년. 예를 들어 2006년 3월 17일은 17/03/2006 입니다.,lib,web,,,,,
Geocoding API and Distance Matrix API must enabled in your Google API key to support this feature.,이 기능을 지원하려면 Google API 키에서 Geocoding API 및 Distance Matrix API를 활성화해야 합니다.,lib,web,,,,,
This period will be used as the default expiration time period for quotes. It can be changed for any quote.,이 기간은 견적의 기본 만료 기간으로 사용됩니다. 모든 견적에 대해 변경될 수 있습니다.,module,Magento_NegotiableQuote,,,,,
You need to set at least one condition for this rule to work.,이 규칙이 작동하려면 하나 이상의 조건을 설정해야 합니다.,module,Magento_Reminder,,,,,
This rule no longer exists.,이 규칙은 더이상 존재하지 않습니다.,module,Magento_Banner,,,,,
This rule no longer exists.,이 규칙은 더이상 존재하지 않습니다.,module,Magento_CatalogRule,,,,,
This rule no longer exists.,이 규칙은 더이상 존재하지 않습니다.,module,Magento_SalesRule,,,,,
This rule no longer exists.,이 규칙은 더이상 존재하지 않습니다.,module,Magento_TargetRule,,,,,
This rule no longer exists.,이 규칙은 더이상 존재하지 않습니다.,module,Magento_Tax,,,,,
You need more permissions to apply some of the rule updates.,이 규칙 업데이트 중 일부를 적용하려면 추가 권한이 필요합니다.,module,Magento_AdminGws,,,,,
This account is,이 계정입니다,lib,web,,,,,
Set this value equal or greater to your Magento cron job launch period.,이 값을 Magento cron 작업 시작 기간과 같거나 크게 설정하세요.,module,Magento_Reminder,,,,,
This value must be compatible with the corresponding setting in the configured search engine. Be aware: a low query length limit may cause the performance impact.,이 값은 구성된 검색 엔진의 해당 설정과 호환되어야 합니다. 주의: 쿼리 길이 제한이 낮으면 성능에 영향을 줄 수 있습니다.,lib,web,,,,,
This value must be compatible with the corresponding setting in the configured search engine.,이 값은 구성된 검색 엔진의 해당 설정과 호환되어야 합니다.,lib,web,,,,,
URL to redirect user to link their 3rd party account with this Magento integration credentials.,이 Magento 통합 자격 증명을 사용하여 타사 계정을 연결하도록 사용자를 리디렉션하는 URL입니다.,module,Magento_Integration,,,,,
The transaction was declined because the response hash validation failed.,응답 해시의 확인 실패로 트랜잭션이 거부되었습니다.,module,Magento_Authorizenet,,,,,
Bank Code,은행 코드,lib,web,,,,,
Bank Name,은행 이름,lib,web,,,,,
Bank Transfer Payment,은행 송금 결제,module,Magento_OfflinePayments,,,,,
Manage Banks,은행 관리,lib,web,,,,,
Bank Account Card,은행 계좌 카드,lib,web,,,,,
Bank Account Number,은행 계좌 번호,lib,web,,,,,
Import Bank Accounts,은행 계좌 가져오기,lib,web,,,,,
is required.,은 필수항목 입니다.,module,Magento_Checkout,,,,,
is required.,은 필수항목 입니다.,module,Magento_Dhl,,,,,
is required.,은 필수항목 입니다.,module,Magento_Fedex,,,,,
is required.,은 필수항목 입니다.,module,Magento_OfflineShipping,,,,,
is required.,은 필수항목 입니다.,module,Magento_Ups,,,,,
is required.,은 필수항목 입니다.,module,Magento_Usps,,,,,
Uom,으옴,lib,web,,,,,
Enter a valid cookie path. e.g. /,유효한 쿠키 경로를 입력하세요. 예를 들어 /,module,Magento_Cookie,,,,,
"Please, enter valid Card Verification Number",유효한 카드 인증 번호를 입력해 주십시오.,module,Magento_Braintree,,,,,
Valid Website,유효한 웹사이트,module,Magento_Invitation,,,,,
Valid Website,유효한 웹사이트,lib,web,,,,,
All valid rates have been saved.,유효한 모든 환율이 저장되었습니다.,module,Magento_CurrencySymbol,,,,,
"Enter a valid domain name. e.g. ""subdomain.yourdomain.com"", "".yourdomain.com""","유효한 도메인 이름을 입력하세요. 예를 들어 ""하위 도메인.yourdomain.com"", "".yourdomain.com""",module,Magento_Cookie,,,,,
Please enter a password with a valid length.,유효한 길이의 암호를 입력 하십시오.,module,Magento_CustomerImportExport,,,,,
Valid values range from 0.0 to 1.0.,유효한 값의 범위는 0.0에서 1.0입니다.,module,Magento_Sitemap,,,,,
Invalid shipping method,유효하지 않은 배송방법,module,Magento_Checkout,,,,,
Invalid method: %1,유효하지 않은 방법: %1,module,Magento_Checkout,,,,,
Invalid data,유효하지 않은 데이터,module,Magento_Checkout,,,,,
Expiration Date,유효기간,module,Magento_Authorizenet,,,,,
Expiration Date,유효기간,module,Magento_AuthorizenetAcceptjs,,,,,
Expiration Date,유효기간,module,Magento_Braintree,,,,,
Expiration Date,유효기간,module,Magento_Eway,,,,,
Expiration Date,유효기간,module,Magento_GiftCardAccount,,,,,
Expiration Date,유효기간,module,Magento_NegotiableQuote,,,,,
Expiration Date,유효기간,module,Magento_Payment,,,,,
Expiration Date,유효기간,module,Magento_Paypal,,,,,
Expiration Date,유효기간,module,Magento_Vault,,,,,
Distribution Channel,유통 채널,lib,web,,,,,
Maintenance mode,유지보수 모드,module,Magento_Backup,,,,,
Maintenance Mode,유지보수 모드,module,Magento_Backup,,,,,
Asset,유산,lib,web,,,,,
"Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","유사해 보이는 문자(예: ""i"", ""l"", ""1"")는 고객이 정확하게 인식할 가능성을 줄입니다.",lib,web,,,,,
Comparable,유사한,module,Magento_Catalog,,,,,
Europe bank account,유럽은행 계정,module,Magento_Braintree,,,,,
Europe,유럽,lib,web,,,,,
Please specify a Widget Type.,위젯 타입을 지정해 주십시오.,module,Magento_Widget,,,,,
Widget Type,위젯 타입,module,Magento_Widget,,,,,
Add Widget,위젯 추가,module,Magento_Widget,,,,,
Synchronize widget products with backend storage,위젯 제품을 백엔드 스토리지와 동기화,lib,web,,,,,
Widget Title,위젯 제목,module,Magento_Widget,,,,,
The widget instance has been saved.,위젯 인스턴스가 저장되었습니다.,module,Magento_Widget,,,,,
The widget instance has been deleted.,위젯 인스턴스가 삭제되었습니다.,module,Magento_Widget,,,,,
Manage Widget Instances,위젯 인스턴스 관리,module,Magento_Widget,,,,,
Widget Options,위젯 옵션,module,Magento_Widget,,,,,
Widget Insertion,위젯 삽입,module,Magento_Widget,,,,,
Insert Widget,위젯 삽입,module,Magento_Widget,,,,,
Widget ID,위젯 ID,module,Magento_Widget,,,,,
"Widget ""%1""","위젯 ""%1""",module,Magento_Widget,,,,,
Widget,위젯,module,Magento_Logging,,,,,
Widget,위젯,module,Magento_Widget,,,,,
Widgets,위젯,module,Magento_Widget,,,,,
Please select one of the options.,위의 옵션 중 하나를 선택 하십시오.,lib,web,,,,,
Display number of items in wish list,위시리스트의 상품갯수 표시,module,Magento_Wishlist,,,,,
View all Wish List items,위시리스트의 모든 항목 보기,module,Magento_Wishlist,,,,,
Add to Wish List,위시리스트에 추가,module,Magento_Catalog,,,,,
Add to Wishlist,위시리스트에 추가,module,Magento_Catalog,,,,,
Add to Wish List,위시리스트에 추가,module,Magento_CatalogWidget,,,,,
Add to Wish List,위시리스트에 추가,module,Magento_MultipleWishlist,,,,,
Add to Wish List,위시리스트에 추가,module,Magento_Reports,,,,,
Add to Wish List,위시리스트에 추가,module,Magento_Wishlist,,,,,
%1 items in wish list,위시리스트에 %1 개의 항목,module,Magento_MultipleWishlist,,,,,
Sign in to edit wish lists.,위시리스트를 편집하려면 로그인하세요.,module,Magento_MultipleWishlist,,,,,
Can't update wish list,위시리스트를 업데이트 할 수 없습니다.,module,Magento_Wishlist,,,,,
We cannot retrieve the Wish List.,위시리스트를 검색할 수 없습니다.,module,Magento_Wishlist,,,,,
Move to Wish List,위시리스트로 이동,module,Magento_AdvancedCheckout,,,,,
Move to Wish List,위시리스트로 이동,module,Magento_MultipleWishlist,,,,,
Move to Wish List,위시리스트로 이동,module,Magento_Sales,,,,,
Move to Wishlist,위시리스트로 이동,module,Magento_Wishlist,,,,,
Go to Wish List,위시리스트로 가기,module,Magento_Wishlist,,,,,
You have no items in your wish list.,위시리스트가 비어있습니다.,module,Magento_Wishlist,,,,,
Your wish list has been shared.,위시리스트가 공유되었습니다.,module,Magento_Wishlist,,,,,
We can't copy the wish list item.,위시리스트 항목을 복사할 수 없습니다.,module,Magento_MultipleWishlist,,,,,
We can't move the wish list item.,위시리스트 항목으로 이동할 수 없습니다.,module,Magento_MultipleWishlist,,,,,
Wish List Items,위시리스트 항목,module,Magento_MultipleWishlist,,,,,
Edit Wish List,위시리스트 편집,module,Magento_MultipleWishlist,,,,,
Display Wish Lists Summary,위시리스트 요약 표시,lib,web,,,,,
Update Wish List,위시리스트 업데이트,module,Magento_Wishlist,,,,,
Please load Wish List item.,위시리스트 아이템을 불러 주십시오.,module,Magento_Customer,,,,,
Please define Wish List item ID.,위시리스트 아이템 ID를 정의해 주십시오.,module,Magento_Customer,,,,,
My Wish Lists Link,위시리스트 링크,module,Magento_MultipleWishlist,,,,,
My Wish List Link,위시리스트 링크,module,Magento_Wishlist,,,,,
Enable for Wishlist Sharing,위시리스트 공유 활성화,lib,web,,,,,
Wish List Sharing,위시리스트 공유,module,Magento_Wishlist,,,,,
Share Wish List,위시리스트 공유,module,Magento_Wishlist,,,,,
Wish List Search,위시리스트 검색,module,Magento_MultipleWishlist,,,,,
1 item in wish list,위시리스트 1 항목,module,Magento_MultipleWishlist,,,,,
Wish List (%1),위시리스트 (%1),module,Magento_AdvancedCheckout,,,,,
"Wish list ""%1"" was saved.","위시리스트 ""%1""가 저장 되었습니다.",module,Magento_MultipleWishlist,,,,,
Wish List,위시리스트,module,Magento_CustomerSegment,,,,,
Wishlist,위시리스트,module,Magento_MultipleWishlist,,,,,
My Wish Lists,위시리스트,module,Magento_MultipleWishlist,,,,,
Wish List,위시리스트,module,Magento_MultipleWishlist,,,,,
Wish List,위시리스트,module,Magento_Reminder,,,,,
Wish List,위시리스트,module,Magento_Sales,,,,,
Wish List,위시리스트,module,Magento_Wishlist,,,,,
My Wish List,위시리스트,module,Magento_Wishlist,,,,,
Latitude,위도,lib,web,,,,,
Web Services Configuration,웹서비스 설정,module,Magento_Webapi,,,,,
Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.,웹서버가 잘못 설정되어 중요한 파일에 인증되지 않은 접근을 허용하고 있습니다. 호스팅 제공업체에 문의하세요.,module,Magento_AdminNotification,,,,,
Use Web Server Rewrites,웹서버 Rewrites 기능을 사용,module,Magento_Backend,,,,,
Page in Websites,웹사이트의 페이지,module,Magento_Cms,,,,,
Page in Websites,웹사이트의 페이지,module,Magento_CmsStaging,,,,,
Something went wrong while removing products from the websites.,웹사이트에서 상품을 삭제중 문제가 발생했습니다.,module,Magento_Catalog,,,,,
